,link,title,prices,location,type,area,dates
4,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shailesh-riddhi-siddhi-hadapsar-pune-650-sq-ft-spid-Z50087920,1 BHK Residential Apartment for rent in Hadapsar,"₹ 10,000 /monthDeposit ₹ 30000",Shailesh Riddhi Siddhi,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Super built-up Area,not give
5,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-manas-srishti-pimple-gurav-pune-960-sq-ft-spid-L56559428,2 BHK Residential Apartment for rent in Pimple Gurav,"₹ 17,500 /monthDeposit ₹ 50000",Manas Srishti,2 BHK1 Bath,960 sq.ft. (89 sq.m.) Built-up Area,not give
6,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-sus-pune-825-sq-ft-spid-O56559060,2 BHK Independent Builder Floor for rent in Sus,"₹ 15,000 /monthDeposit ₹ 40000",,2 BHK1 Bath,825 sq.ft. (77 sq.m.) Carpet Area,not give
7,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-bhagirathi-classic-1000-sq-ft-spid-I56558862,2 BHK Residential Apartment for rent in Moshi,"₹ 12,000 /monthDeposit ₹ 35000",Bhagirathi Classic,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Carpet Area",not give
8,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-raviraj-colorado-mallik-nagar-pune-775-sq-ft-spid-L46856131,1 BHK Residential Apartment for rent in Mallik Nagar,"₹ 12,000 /monthDeposit ₹ 40000",Raviraj Colorado,1 BHK1 Bath,775 sq.ft. (72 sq.m.) Super built-up Area,not give
9,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shri-swami-landmark-2-narhe-pune-750-sq-ft-spid-V56558036,1 BHK Residential Apartment for rent in Narhe,"₹ 7,500 /month",Shri Swami Landmark 2,1 BHK1 Bath,750 sq.ft. (70 sq.m.) Super built-up Area,not give
10,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-skyi-songbirds-bhugaon-pune-860-sq-ft-spid-N56556320,2 BHK Residential Apartment for rent in Bhugaon,"₹ 16,000 /monthDeposit ₹ 30000",Skyi Songbirds,2 BHK2 Baths,860 sq.ft. (80 sq.m.) Super built-up Area,not give
11,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-eclectica-homes-vishawshanti-colony-pune-1000-sq-ft-spid-P42206051,2 BHK Residential Apartment for rent in Vishawshanti Colony,"₹ 23,000 /monthDeposit ₹ 70000",Eclectica homes,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Super built-up Area",not give
12,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-aai-nivas-bhairavnagar-dhanori-rd-vishrantwadi-pune-450-sq-ft-spid-K56556128,1 BHK Residential Apartment for rent in Vishrantwadi,"₹ 6,500 /monthDeposit ₹ 15000","Aai nivas, bhairavnagar dhanori Rd ",1 BHK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,not give
13,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-kute-fortune-mamurdi-mamurdi-pune-825-sq-ft-spid-B56556026,2 BHK Residential Apartment for rent in Mamurdi,"₹ 11,000 /monthDeposit ₹ 25000",Kute Fortune mamurdi,2 BHK2 Baths,825 sq.ft. (77 sq.m.) Super built-up Area,not give
14,https://www.99acres.com/independent-house-for-rent-in-sb-nakashatra-600-sq-ft-spid-I56555992,Independent House for rent in Naka,"₹ 12,000 /month",SB Nakashatra,1 Bath,600 sq.ft. (56 sq.m.) Plot Area,not give
15,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-kalki-nivrutti-heights-moshi-pune-547-sq-ft-spid-Z56555914,2 BHK Independent Builder Floor for rent in Moshi,"₹ 10,500 /monthDeposit ₹ 20000",Kalki Nivrutti Heights,2 BHK2 Baths,547 sq.ft. (51 sq.m.) Carpet Area,not give
16,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-sejal-residency-hadapsar-gaon-pune-868-sq-ft-spid-R56555744,2 BHK Residential Apartment for rent in Hadapsar Gaon,"₹ 16,500 /monthDeposit ₹ 40000",Sejal Residency,2 BHK2 Baths,868 sq.ft. (81 sq.m.) Carpet Area,not give
17,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-lakshay-apartment-ganesh-peth-pune-550-sq-ft-spid-F52324486,1 BHK Residential Apartment for rent in Ganesh Peth,"₹ 15,000 /monthDeposit ₹ 30000",Lakshay Apartment,1 BHK1 Bath,550 sq.ft. (51 sq.m.) Super built-up Area,not give
18,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-dhankawade-patil-township-630-sq-ft-spid-M35463931,"1 BHK Residential Apartment for rent in Balajinagar, pune satara road,pune","₹ 13,000 /monthDeposit ₹ 35000",Dhankawade Patil township,1 BHK1 Bath,630 sq.ft. (59 sq.m.) Super built-up Area,not give
19,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-sahadeo-heights-someshwarwadi-pune-800-sq-ft-spid-M56555658,1 BHK Residential Apartment for rent in Someshwarwadi,"₹ 14,000 /monthDeposit ₹ 35000",Sahadeo Heights,1 BHK1 Bath,800 sq.ft. (74 sq.m.) Carpet Area,not give
20,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-akalpika-housing-society-chinchwad-gaon-pune-650-sq-ft-spid-N55689514,1 BHK Residential Apartment for rent in Chinchwad Gaon,"₹ 9,500 /monthDeposit ₹ 20000",Akalpika Housing Society,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Super built-up Area,not give
21,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-dreams-elina-handewadi-pune-970-sq-ft-spid-O55686664,2 BHK Residential Apartment for rent in Handewadi,"₹ 13,500 /month",dreams elina,2 BHK2 Baths,970 sq.ft. (90 sq.m.) Super built-up Area,not give
22,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-dreams-elina-satav-nagar-pune-700-sq-ft-spid-S55106788,2 BHK Residential Apartment for rent in Satav Nagar,"₹ 13,000 /monthDeposit ₹ 35000",Dreams Elina,2 BHK1 Bath,700 sq.ft. (65 sq.m.) Carpet Area,not give
23,https://www.99acres.com/studio-apartments-for-rent-in-sawali-bhekrai-nagar-pune-500-sq-ft-spid-X54523282,(1 RK) Studio Apartment for rent in Bhekrai Nagar,"₹ 7,000 /monthDeposit ₹ 15000",Sawali,1 RK1 Bath,500 sq.ft. (46 sq.m.) Carpet Area,not give
24,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-vighnaharta-nagar-pune-2000-sq-ft-spid-H56555530,1 Bedroom Independent House for rent in Vighnaharta Nagar,"₹ 7,000 /monthDeposit ₹ 20000",,1 BHK1 Bath,"2,000 sq.ft. (186 sq.m.) Plot Area",not give
25,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-vighnaharta-nagar-pune-2000-sq-ft-spid-H81181440,1 Bedroom Independent House for rent in Vighnaharta Nagar,"₹ 7,000 /monthDeposit ₹ 20000",,1 BHK1 Bath,"2,000 sq.ft. (186 sq.m.) Plot Area",not give
0,,,,,,,5/5
1,,,,,,,5/5
2,,,,,,,5/5
3,,,,,,,5/5
4,,,,,,,Most Recent Review
5,,,,,,,"Shreeyash, Owner of Property  |  Posted 5 months ago"
6,,,,,,,5/5
7,,,,,,,5/5
8,,,,,,,5/5
9,,,,,,,5/5
10,,,,,,,Most Recent Review
11,,,,,,,"Sahil Kamble, Former Resident  |  Posted 1 month ago"
12,,,,,,,5/5
13,,,,,,,5/5
14,,,,,,,5/5
15,,,,,,,5/5
16,,,,,,,Most Recent Review
17,,,,,,,"Rutik , Owner of Property  |  Posted 5 months ago"
18,,,,,,,5/5
19,,,,,,,5/5
20,,,,,,,5/5
21,,,,,,,5/5
22,,,,,,,Most Helpful Review
23,,,,,,,Tenant  |  Posted 7 months ago
24,,,,,,,5/5
25,,,,,,,5/5
26,,,,,,,5/5
27,,,,,,,5/5
28,,,,,,,Most Recent Review
29,,,,,,,"Shubham chaudhari, Owner of Property  |  Posted 1 month ago"
0,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-pimpri-chinchwad-pune-881-sq-ft-spid-S55630602,2 BHK Independent Builder Floor for rent in Pimpri Chinchwad,"₹ 20,000 /monthDeposit ₹ 50000",,2 BHK2 Baths,881 sq.ft. (82 sq.m.) Built-up Area,not give
1,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-mundransh-niwas-bhekrai-nagar-pune-800-sq-ft-spid-Q51344186,1 BHK Residential Apartment for rent in Bhekrai Nagar,"₹ 7,500 /monthDeposit ₹ 20000",Mundransh Niwas,1 BHK1 Bath,800 sq.ft. (74 sq.m.) Super built-up Area,not give
2,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shree-ganesh-sunshine-heights-rahatani-pune-1000-sq-ft-spid-E56554872,2 BHK Residential Apartment for rent in Rahatani,"₹ 21,000 /monthDeposit ₹ 60000",Shree Ganesh Sunshine Heights,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Built-up Area",not give
3,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-purandar-colony-510-sq-ft-spid-E56554464,1 BHK Residential Apartment for rent in new ahiregoan,"₹ 8,000 /monthDeposit ₹ 15000",purandar colony,1 BHK1 Bath,510 sq.ft. (47 sq.m.) Carpet Area,not give
4,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-amanora-future-towers-hadapsar-pune-1640-sq-ft-spid-D56554396,3 BHK Residential Apartment for rent in Hadapsar,"₹ 44,000 /monthDeposit ₹ 150000",Amanora Future Towers,3 BHK2 Baths,"1,640 sq.ft. (152 sq.m.) Carpet Area",not give
5,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-venkatesh-bliss-undri-pune-962-sq-ft-spid-U56554388,2 BHK Residential Apartment for rent in Undri,"₹ 16,000 /monthDeposit ₹ 50000",Venkatesh Bliss,2 BHK2 Baths,962 sq.ft. (89 sq.m.) Super built-up Area,not give
6,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-lotus-court-kharadi-pune-1000-sq-ft-spid-J56554228,2 BHK Residential Apartment for rent in Kharadi,"₹ 25,000 /monthDeposit ₹ 50000",Lotus Court,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Super built-up Area",not give
7,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-devi-nirupam-apartments-nigdi-pune-500-sq-ft-spid-K56554190,1 BHK Residential Apartment for rent in Nigdi,"₹ 8,500 /monthDeposit ₹ 10000",Devi Nirupam Apartments,1 BHK1 Bath,500 sq.ft. (46 sq.m.) Super built-up Area,not give
8,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-naiknavare-avon-vista-balewadi-pune-732-sq-ft-spid-K56554114,2 BHK Residential Apartment for rent in Balewadi,"₹ 23,000 /monthDeposit ₹ 69000",Naiknavare Avon Vista,2 BHK2 Baths,732 sq.ft. (68 sq.m.) Carpet Area,not give
9,https://www.99acres.com/studio-apartments-for-rent-in-kharadi-pune-599-sq-ft-spid-R56552702,(1 RK) Studio Apartment for rent in Kharadi,"₹ 8,001 /month",,1 RK1 Bath,599 sq.ft. (56 sq.m.) Carpet Area,not give
10,https://www.99acres.com/studio-apartments-for-rent-in-kharadi-pune-599-sq-ft-spid-O56552218,(1 RK) Studio Apartment for rent in Kharadi,"₹ 8,000 /month",,1 RK1 Bath,599 sq.ft. (56 sq.m.) Carpet Area,not give
11,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-on-request-new-sanghvi-pune-1000-sq-ft-spid-E32124869,1 BHK Residential Apartment for rent in New Sanghvi,"₹ 12,000 /monthDeposit 2 month(s) rent",On request,1 BHK1 Bath,"1,000 sq.ft. (93 sq.m.) Super built-up Area",not give
12,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shingavi-house-200-sq-ft-spid-V54516776,1 BHK Residential Apartment for rent in Chaitraban Society,"₹ 4,000 /monthDeposit 2 month(s) rent",Shingavi house,1 BHK1 Bath,200 sq.ft. (19 sq.m.) Carpet Area,not give
13,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-sai-shrddha-co-operative-housing-society-sudarshan-nagar-pune-620-sq-ft-spid-K55612996,1 BHK Residential Apartment for rent in Sudarshan Nagar,"₹ 10,500 /monthDeposit ₹ 25000",sai shrddha co operative housing society,1 BHK1 Bath,620 sq.ft. (58 sq.m.) Super built-up Area,not give
14,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-angel-hills-c-building-talegaon-dabhade-pune-950-sq-ft-spid-Q55623424,2 BHK Residential Apartment for rent in Talegaon Dabhade,"₹ 9,500 /monthDeposit ₹ 30000",Angel Hills C Building,2 BHK2 Baths,950 sq.ft. (88 sq.m.) Carpet Area,not give
15,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-dsk-gandhakosh-baner-pune-1055-sq-ft-spid-W42039269,2 BHK Residential Apartment for rent in Baner,"₹ 25,000 /monthDeposit ₹ 65000",DSK Gandhakosh,2 BHK2 Baths,"1,055 sq.ft. (98 sq.m.) Super built-up Area",not give
16,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-dharma-nagar-society-wadgaon-sheri-pune-300-sq-ft-spid-Y53677036,1 BHK Residential Apartment for rent in Wadgaon Sheri,"₹ 6,500 /monthDeposit ₹ 15000",Dharma Nagar Society,1 BHK1 Bath,300 sq.ft. (28 sq.m.) Built-up Area,not give
17,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-sancheti-belcastel-keshav-nagar-pune-825-sq-ft-spid-D55648762,2 BHK Residential Apartment for rent in Keshav Nagar,"₹ 24,000 /monthDeposit ₹ 75000",Sancheti Belcastel,2 BHK2 Baths,824 sq.ft. (77 sq.m.) Carpet Area,not give
18,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-manjari-budruk-pune-450-sq-ft-spid-U55557310,1 Bedroom Independent House for rent in Manjari Budruk,"₹ 7,000 /monthDeposit 2 month(s) rent",,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,not give
19,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-raviraj-aureate-pimple-saudagar-pune-1150-sq-ft-spid-C55618930,2 BHK Residential Apartment for rent in Pimple Saudagar,"₹ 22,000 /monthDeposit ₹ 75000",Raviraj Aureate,2 BHK2 Baths,"1,150 sq.ft. (107 sq.m.) Carpet Area",not give
20,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-manjri-bk-pune-350-sq-ft-spid-H55557066,1 Bedroom Independent House for rent in Manjri BK,"₹ 4,500 /monthDeposit ₹ 10000",,1 BHK1 Bath,350 sq.ft. (33 sq.m.) Built-up Area,not give
21,https://www.99acres.com/4-bhk-bedroom-residential-apartments-for-rent-in-yin-yang-eon-free-zone-pune-2500-sq-ft-spid-L55649690,4 BHK Residential Apartment for rent in Eon Free Zone,"₹ 45,000 /monthDeposit ₹ 150000",Yin Yang,4 BHK5 Baths,"2,500 sq.ft. (232 sq.m.) Built-up Area",not give
22,https://www.99acres.com/1-bhk-bedroom-builder-floor-for-rent-in-parthana-khandve-nagar-pune-500-sq-ft-spid-I55646422,1 BHK Independent Builder Floor for rent in Khandve Nagar,"₹ 6,500 /monthDeposit ₹ 15000",parthana,1 BHK1 Bath,500 sq.ft. (46 sq.m.) Built-up Area,not give
23,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-laxmi-tower-manjari-budruk-pune-900-sq-ft-spid-H56552812,2 BHK Residential Apartment for rent in Manjari Budruk,"₹ 9,501 /monthDeposit ₹ 25000",laxmi tower,2 BHK2 Baths,900 sq.ft. (84 sq.m.) Carpet Area,not give
24,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-megapolis-sunway-hinjewadi-pune-1320-sq-ft-spid-G55651196,3 BHK Residential Apartment for rent in Hinjewadi,"₹ 25,000 /monthDeposit 2 month(s) rent",Megapolis Sunway,3 BHK2 Baths,"1,320 sq.ft. (123 sq.m.) Super built-up Area",not give
25,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-megapolis-sunway-hinjewadi-pune-1320-sq-ft-spid-H81181440,3 BHK Residential Apartment for rent in Hinjewadi,"₹ 25,000 /monthDeposit 2 month(s) rent",Megapolis Sunway,3 BHK2 Baths,"1,320 sq.ft. (123 sq.m.) Super built-up Area",not give
0,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-ramba-sadan-sector-no-4-moshi-pune-800-sq-ft-spid-S56552766,2 BHK Residential Apartment for rent in Sector No-4 Moshi,"₹ 13,500 /monthDeposit ₹ 25000",ramba sadan,2 BHK2 Baths,800 sq.ft. (74 sq.m.) Carpet Area,not give
1,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shivkrupa-apartment-gulab-nagar-pune-600-sq-ft-spid-D50417550,1 BHK Residential Apartment for rent in Gulab Nagar,"₹ 8,500 /monthDeposit ₹ 25000",Shivkrupa Apartment,1 BHK1 Bath,600 sq.ft. (56 sq.m.) Carpet Area,not give
2,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-paranjape-blue-ridge-hinjewadi-pune-540-sq-ft-spid-K55669038,1 BHK Residential Apartment for rent in Hinjewadi,"₹ 14,500 /monthDeposit 3 month(s) rent",Paranjape Blue Ridge,1 BHK1 Bath,540 sq.ft. (50 sq.m.) Carpet Area,not give
3,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-oxford-olympia-wakad-pune-1100-sq-ft-spid-R54407846,2 BHK Residential Apartment for rent in Wakad,"₹ 18,000 /monthDeposit ₹ 54000",Oxford Olympia,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Super built-up Area",not give
4,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-shalini-residency-co-operative-housing-society-katraj-pune-730-sq-ft-spid-B55666306,1 BHK Residential Apartment for rent in Katraj,"₹ 11,000 /monthDeposit ₹ 20000",Shalini Residency co-operative housing society,1 BHK1 Bath,730 sq.ft. (68 sq.m.) Carpet Area,not give
5,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-venkatesh-graffiti-keshav-nagar-pune-998-sq-ft-spid-K55601048,2 BHK Residential Apartment for rent in Keshav Nagar,"₹ 21,000 /monthDeposit ₹ 51000",Venkatesh Graffiti,2 BHK2 Baths,998 sq.ft. (93 sq.m.) Super built-up Area,not give
6,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shree-ganesh-sunshine-heights-rahatani-pune-850-sq-ft-spid-L55638762,2 BHK Residential Apartment for rent in Rahatani,"₹ 21,001 /monthDeposit ₹ 60000",Shree Ganesh Sunshine Heights,2 BHK2 Baths,850 sq.ft. (79 sq.m.) Carpet Area,not give
7,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-anant-prayag-landbreeze-punawale-pune-918-sq-ft-spid-R55612088,2 BHK Residential Apartment for rent in Punawale,"₹ 15,000 /monthDeposit ₹ 35000",Anant Prayag Landbreeze,2 BHK2 Baths,918 sq.ft. (85 sq.m.) Super built-up Area,not give
8,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-sai-sankul-apartment-650-sq-ft-spid-D55662728,"1 BHK Residential Apartment for rent in Near Kunal Hotel, Kalewadi","₹ 12,000 /monthDeposit ₹ 25000",Sai Sankul Apartment,1 BHK1 Bath,650 sq.ft. (60 sq.m.) Super built-up Area,not give
9,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-vilas-javdekar-yashwin-hinjewadi-hinjewadi-phase-2-pune-600-sq-ft-spid-V55667304,2 BHK Residential Apartment for rent in Hinjewadi Phase 2,"₹ 18,000 /monthDeposit ₹ 40000",Vilas Javdekar Yashwin Hinjewadi,2 BHK2 Baths,599 sq.ft. (56 sq.m.) Carpet Area,not give
10,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-tata-autocomp-cooperative-hsg-soc-ltd-somatne-phata-pune-825-sq-ft-spid-U55662690,2 BHK Residential Apartment for rent in Somatne Phata,"₹ 10,000 /monthDeposit ₹ 30000",Tata Autocomp Cooperative Hsg Soc Ltd   ,2 BHK2 Baths,825 sq.ft. (77 sq.m.) Built-up Area,not give
11,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-goel-ganga-cypress-tathawade-pune-956-sq-ft-spid-W55667750,2 BHK Residential Apartment for rent in Tathawade,"₹ 18,000 /monthDeposit ₹ 50000",Goel Ganga Cypress,2 BHK2 Baths,956 sq.ft. (89 sq.m.) Carpet Area,not give
12,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-mont-vert-belair-bhugaon-pune-1534-sq-ft-spid-V21217106,3 BHK Residential Apartment for rent in Bhugaon,"₹ 18,500 /monthDeposit ₹ 60000",Mont Vert Belair,3 BHK3 Baths,"1,534 sq.ft. (143 sq.m.) Built-up Area",not give
13,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-atria-dhanashree-aangan-undri-pune-1013-sq-ft-spid-S55656146,2 BHK Residential Apartment for rent in Undri,"₹ 12,000 /monthDeposit ₹ 60000",Atria Dhanashree Aangan,2 BHK2 Baths,"1,013 sq.ft. (94 sq.m.) Built-up Area",not give
14,https://www.99acres.com/3-bhk-bedroom-residential-apartments-for-rent-in-amar-cottage-bhosale-nagar-pune-1400-sq-ft-spid-D55635104,3 BHK Residential Apartment for rent in Bhosale Nagar,"₹ 18,000 /monthDeposit ₹ 50000",Amar Cottage,3 BHK2 Baths,"1,400 sq.ft. (130 sq.m.) Built-up Area",not give
15,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-mahalaxmi-vihar-vishrantwadi-pune-860-sq-ft-spid-N56552516,2 BHK Residential Apartment for rent in Vishrantwadi,"₹ 23,000 /monthDeposit ₹ 50000",Mahalaxmi Vihar,2 BHK2 Baths,860 sq.ft. (80 sq.m.) Carpet Area,not give
16,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-rhythm-housing-society-kalewadi-phata-pune-1048-sq-ft-spid-C55656590,2 BHK Residential Apartment for rent in Kalewadi Phata,"₹ 17,000 /monthDeposit ₹ 40000",Rhythm Housing Society,2 BHK2 Baths,"1,048 sq.ft. (97 sq.m.) Built-up Area",not give
17,https://www.99acres.com/2-bhk-bedroom-independent-house-for-rent-in-ravi-park-society-kale-padal-pune-1100-sq-ft-spid-Z54324872,2 Bedroom Independent House for rent in Kale Padal,"₹ 15,000 /monthDeposit ₹ 40000",Ravi park Society,2 BHK3 Baths,"1,100 sq.ft. (102 sq.m.) Built-up Area",not give
18,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-atriya-grande-autadwadi-handewadi-pune-770-sq-ft-spid-V56552470,2 BHK Residential Apartment for rent in Autadwadi Handewadi,"₹ 18,500 /monthDeposit ₹ 55000",Atriya Grande,2 BHK2 Baths,770 sq.ft. (72 sq.m.) Carpet Area,not give
19,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-nyati-iris-nibm-pune-1100-sq-ft-spid-V55673320,2 BHK Residential Apartment for rent in NIBM,"₹ 16,500 /monthDeposit ₹ 50000",Nyati Iris,2 BHK2 Baths,"1,100 sq.ft. (102 sq.m.) Carpet Area",not give
20,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-aura-county-ubale-nagar-pune-425-sq-ft-spid-A55693184,1 BHK Residential Apartment for rent in Ubale Nagar,"₹ 10,000 /monthDeposit ₹ 35000",Aura County,1 BHK1 Bath,425 sq.ft. (39 sq.m.) Carpet Area,not give
21,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-gk-royale-hills-ravet-pune-900-sq-ft-spid-K55703072,2 BHK Residential Apartment for rent in Ravet,"₹ 14,500 /monthDeposit ₹ 40000",GK Royale Hills,2 BHK2 Baths,900 sq.ft. (84 sq.m.) Super built-up Area,not give
22,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-vasant-utsav-hinjewadi-pune-880-sq-ft-spid-A55704990,2 BHK Residential Apartment for rent in Hinjewadi,"₹ 17,000 /month",Vasant Utsav,2 BHK2 Baths,880 sq.ft. (82 sq.m.) Built-up Area,not give
23,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-anantsrishti-apartment-750-sq-ft-spid-Y54511994,2 BHK Residential Apartment for rent in Kanhe,"₹ 8,000 /monthDeposit ₹ 20000",Anantsrishti Apartment,2 BHK2 Baths,750 sq.ft. (70 sq.m.) Carpet Area,not give
24,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shreyas-vihar-hadapsar-pune-787-sq-ft-spid-K53354718,2 BHK Residential Apartment for rent in Hadapsar,"₹ 12,000 /month",Shreyas Vihar,2 BHK2 Baths,787 sq.ft. (73 sq.m.) Super built-up Area,not give
25,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-shreyas-vihar-hadapsar-pune-787-sq-ft-spid-H81181440,2 BHK Residential Apartment for rent in Hadapsar,"₹ 12,000 /month",Shreyas Vihar,2 BHK2 Baths,787 sq.ft. (73 sq.m.) Super built-up Area,not give
0,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-orient-garden-hadapsar-pune-800-sq-ft-spid-Z56552030,1 BHK Residential Apartment for rent in Hadapsar,"₹ 8,000 /monthDeposit ₹ 30000",Orient Garden,1 BHK1 Bath,800 sq.ft. (74 sq.m.) Carpet Area,not give
1,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-vishwaroop-society-vadgaon-sheri-pune-450-sq-ft-spid-V55689652,1 BHK Residential Apartment for rent in Vadgaon Sheri,"₹ 9,000 /monthDeposit ₹ 27000",Vishwaroop Society,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,not give
2,https://www.99acres.com/1-bhk-bedroom-independent-house-for-rent-in-satavwadi-pune-450-sq-ft-spid-W56551818,1 Bedroom Independent House for rent in Satavwadi,"₹ 7,000 /monthDeposit ₹ 10000",,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Plot Area,not give
3,https://www.99acres.com/2-bhk-bedroom-builder-floor-for-rent-in-viman-nagar-pune-1000-sq-ft-spid-G55864430,2 BHK Independent Builder Floor for rent in Viman Nagar,"₹ 27,000 /monthDeposit 3 month(s) rent",,2 BHK2 Baths,"1,000 sq.ft. (93 sq.m.) Carpet Area",not give
4,https://www.99acres.com/1-bhk-bedroom-residential-apartments-for-rent-in-jijau-complex-shindewadi-pune-450-sq-ft-spid-V56549766,1 BHK Residential Apartment for rent in Shindewadi,"₹ 5,500 /month",jijau complex,1 BHK1 Bath,450 sq.ft. (42 sq.m.) Super built-up Area,not give
5,https://www.99acres.com/studio-apartments-for-rent-in-jijau-complex-shindewadi-pune-450-sq-ft-spid-J56549520,(1 RK) Studio Apartment for rent in Shindewadi,"₹ 5,500 /month",Jijau Complex,1 RK1 Bath,450 sq.ft. (42 sq.m.) Carpet Area,not give
6,https://www.99acres.com/2-bhk-bedroom-residential-apartments-for-rent-in-18th-tower-blueridge-1050-sq-ft-spid-T56549062,2 BHK Residential Apartment for rent in rajiv gandhi infotec park hinjewadi,"₹ 25,000 /monthDeposit ₹ 75000",18th tower blueridge,2 BHK2 Baths,"1,050 sq.ft. (98 sq.m.) Carpet Area",not give
